Timestamp,Usia,Jenis Kelamin,Lama Mondok,Teks,Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk beristirahat.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya cenderung menunjukkan reaksi berlebihan terhadap suatu situasi.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa energi saya terkuras karena terlalu cemas.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa gelisah.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk merasa tenang.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya sulit untuk bersabar dalam menghadapi gangguan yang terjadi ketika sedang melakukan sesuatu.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Perasaan saya mudah tergugah atau tersentuh.],Skor
06/07/2026 13:28:11,14,Perempuan,1-3 tahun,"pernah aku sadar diriku jd lebih julid dalem hati ke org2 sekitar, pdhl mereka ga salah apa2 kayaknya krn byk bgt beban pikiran soal ujian sama hafalan yg numpuk, jd energi sabar tuh abis duluan sblm hal2 kecil kejadian.",1,3,1,2,2,3,1,26
06/07/2026 13:30:10,14,Perempuan,1-3 tahun,"byk kegiatan tambahan pas ujian umum jg lg deket jadi tiap ada gangguan dikit pas lg belajar, rasanya langsung meledak emosinya kmrn sampe ngomel ke temen krn dia bercanda deket aku pas aku lg coba fokus.",2,3,1,1,3,2,1,26
06/07/2026 13:33:37,14,Laki-Laki,1-3 tahun,"lagi ga ada yg bikin stres sih, cuma lagi males nyuci baju putih aja hehe...",1,1,0,0,1,1,0,8
06/07/2026 13:36:47,14,Perempuan,1-3 tahun,"kl lg fase gampang bgt sensi ke sekitar dikit2 kesel sm suara berisik, sm org yg ngomong kelamaan, sm hal2 yg biasanya cuek aja kayaknya krn seminggu ini padet bgt jadwal, otak jd susah istirahat walau lg duduk santai.",2,3,1,2,3,2,1,28
06/07/2026 13:38:50,14,Perempuan,1-3 tahun,"ana sempet ngerasa mau nangis krn kesel bukan krn sedih, tp krn frustasi hafalan yg ga masuk masuk pdhl waktunya makin mepet jd gampang bgt marah ke diri sendiri sama ke org sekitar yg sbnrnya ga salah apa apa.",2,3,1,2,3,2,1,28
06/07/2026 13:47:08,14,Perempuan,1-3 tahun,sebenernya nilainya udah bagus sihh nyesel aja kurang maksimal belajarnya padahal dikit lagi bisa masuk 3 besar dikelas,2,2,2,2,2,2,1,26
06/07/2026 13:51:33,14,Perempuan,1-3 tahun,klo badan lagi drop trs pas bgt lagi ujian itu bener bener gatau lagi dehh stres capekkk bgt ,2,2,3,3,3,1,2,32
06/07/2026 13:56:37,14,Laki-Laki,1-3 tahun,"masuk masa masa ujian itu udah pasti stress sih, banyak bgt yang harus dipelajarin dihafalin, buat mapel umum sama kepondokan blm lagi target hafalan pikiranya udah pulang aja pasti untung untung kalo ga sakit",3,1,3,2,2,2,1,28
06/07/2026 14:05:40,14,Perempuan,1-3 tahun,"Ok ini beneran kejadian waktu itu aku ngomel ke temen sekamar krn dia nyalain lampu pas aku lg coba tenangin diri stlh capek bgt seharian. Padahal dia ga salah, tp krn emosi lg tipis bgt jd hal kecil kerasa gede.",3,3,1,1,2,2,1,26
06/07/2026 14:08:23,14,Laki-Laki,1-3 tahun,"karena ana bagian perpus abis setoran beres, nggak ada tunggakan nilai, sorenya nyantai baca buku di perpustakaan pondok bener bener fase santai yang bikin mood naik drastis.",1,0,0,0,0,1,1,6
06/07/2026 14:10:47,14,Laki-Laki,1-3 tahun,semuanya saya bawa santai sih jadi aman aman aja ,1,0,0,0,1,1,0,6
06/07/2026 14:19:58,14,Perempuan,1-3 tahun,"waktu itu yaa lupa aku kapan kejadinaya, aku jd org yg gampang bgt tersinggung sm candaan ringan, misal cuma digodain lemot doang udh bikin bete seharian padahal biasanya santai kayaknya krn byk bgt beban pikiran soal ujian yg numpuk jd sensitivitas naik drastis.",2,3,2,2,2,2,2,30
06/07/2026 14:27:27,14,Laki-Laki,1-3 tahun,"saya sangat tertekan hafalan surat surat pilihan, dan saya sulit untuk bangun pagi juga saya sering kena hukuman saat di kelas karena saya tertidur",2,1,2,2,1,2,1,22
06/07/2026 14:28:46,14,Laki-Laki,1-3 tahun,"Tentang hafalan yang selalu menekankan sampai mempermalukan, selain itu juga ya.... Kadang selalu merasa ditekan dan disalahkan setiap melakukan sesuatu, baik dirumah maupun di pondok selalu merasa disalahkan, ya... Sempet ngelukain diri sendiri sih karna ya... Bener bener udh ngga kuat, tapi berusaha kuat",1,1,1,1,0,0,0,8
06/07/2026 14:30:48,14,Laki-Laki,>3 Tahun,"Peraturan yg kadang membuat kesal emosi seperti mengungkit kesalahan yg lama.! 
Dan kadang bosan dalam hal bicara yg kurang enak di dengar. ",1,2,0,0,0,0,0,6
06/07/2026 14:33:19,14,Laki-Laki,1-3 tahun,"kaka kelas yang tak punya kode etik membuat para adik adik kelasnya tak berkutik seperti dimasukan ke dalam kotak yang sempit tak bebas bergerak memberikan ide ide yang cerdik inspiratif dan cantik hingga terhempit sulit memberikan ide kreatif yang menarik karena hanya ingin dilirik paling menarik yaa walaupun tidak semuanya 100% seperti itu, ya sekiranya 75/85% sekian titik..",2,1,2,1,2,3,2,26
06/07/2026 14:37:22,14,Perempuan,1-3 tahun,Jika kita kurang mampu memilah pertemanan maka bisa jadi kita masuk kelingkungan pertemanan yg toxic jikalau peraturan sekedar tdk boleh memakai sendal dikarenakan takut mengurangi penyakit yg tidak diingin kan tpi apakah pantas jika dihukum hanya melepas sepatu karna hujan setelah sekolah,3,2,3,3,3,1,2,34
06/07/2026 14:41:42,14,Perempuan,1-3 tahun,"pas nyoba ngapal ayat yg ga masuk2 pdhl udh diulang berkali2 rasanya byk bgt tekanan buat cepet lancar, jd emosi jd gampang bgt naik krn hal itu aku sampe nangis krn kesel",2,3,2,2,2,2,2,30
06/07/2026 14:48:31,14,Perempuan,1-3 tahun,"ana pernah banting pulpen pas ujian krn ga sabar ngerjain soal yg susah bgt, pdhl biasanya sabar rasanya semua serba pengen cepet kelar, ga sabaran bgt akhir2 ini krn byk hal numpuk bareng waktu yg sama.",2,3,2,3,3,2,0,30
06/07/2026 14:53:09,14,Perempuan,>3 Tahun,"Karena tekanan pergaulan yg tdk terkontrol oleh BPDS. Klo tentang hafalan tdk dipermasalahkan. peraturan BPDS putri beda dengan BPDS putra yg menyebabkan tidak terlaksananya panca jiwa pondok yg ke-5. Antrean kurang tertib. Kangen rumah itu wajar, tp tdk dipermasalahkan.",3,1,2,2,2,0,3,26
06/07/2026 14:57:22,14,Laki-Laki,>3 Tahun,"Untuk hafalan tidak terlalu membebani bagi saya karena itu hal yang wajar bagi seorang santri dan begitupun peraturan bagaimana dari diri kita sendiri saya pribadi indisipliner akan tetapi jika terkena hukuman itu adalah konsekuensi yang saya terima dengan berprinsip ""Berani berbuat,Berani bertanggung jawab"".",2,0,0,0,0,0,0,4
06/07/2026 15:02:11,14,Perempuan,1-3 tahun,"sempet jd org yg gampang bgt tersinggung sm hal2 sepele, kek temen bilang ""buruan dong"" doang udh bikin bete parah kayaknya krn byk bgt tekanan soal hafalan yg blm lancar bikin sensitivitas naik drastis akhir2 ini.",2,3,1,2,2,2,2,28
06/07/2026 15:05:00,14,Perempuan,1-3 tahun,"deket deket waktu ujian byk kegiatan dadakan, aku jd susah bgt sabar nunggu antrian apapun, kek antri kamar mandi doang aja bisa bikin gregetan parah, padahal biasa aja soal ginian.",2,3,2,2,3,3,1,32
06/07/2026 15:07:41,15,Laki-Laki,1-3 tahun,"Saya terkadang suka heran dengan teman saya yg sangat mudah saat hafalan, sedangkan saya sangat menghafal agak kesulitan apa lagi menjaga hafalan itu hall yg paling beratt terimakasih ",1,1,0,0,0,0,0,4
06/07/2026 15:09:33,14,Laki-Laki,1-3 tahun,"Setelah setahunnn saya di pondokk tertekan hanya merasa kangenn terhadap rumah,selepas ituu barulah kehidupan pondok saya jalani dengan senang hati",0,0,1,1,0,1,2,10
06/07/2026 15:11:23,14,Laki-Laki,1-3 tahun,"yang bikin saya kesel ya,ustad di pondok ngelarang kita buat rambut panjang,tpi ustadnya sendiri rambutnya panjang panjang,minimal kalo nyuruh cepak ustadnya juga cepak lah,jangan nyuruh cepak ustadnya potong samping nya doang,lagian kita juga tau ko yang mana yang rapih yang mana yang engga",1,0,1,1,1,1,1,12
06/07/2026 15:14:31,14,Perempuan,>3 Tahun,"Biasanya tentang masalah yang sedang dialami, ditambah dengan masalah yang dateng dari sisi lain. Sama terkadang dari sisi peraturan",1,2,0,1,0,0,2,12
06/07/2026 15:18:15,14,Laki-Laki,>3 Tahun,Saya merasa paling berat di pondok faktor terbesar dari peraturan yang bisa dibilang lumayan ketat dan selalu terikat selama 24 jam di pondok mulai dari bangun tidur Sampai tidur lagi ,2,1,1,0,1,1,1,14
06/07/2026 15:20:27,14,Laki-Laki,>3 Tahun,"Hafalan,seperti dari hafalan di dalam kelas seperti mutholaah atau hadist tafsir fiqh Ushul fiqh dan lain lain lalu ada hafalan di luar kelas seperti wasiqoh Qur'an dan ditambah nya lagi dengan wasiqoh bahasa,melihat teman teman yang lain bisa melewati tantangan itu dengan mudah dan bisa mengamalkannya dan tetap hafal terus,beda hal lainnya dengan diri saya,saya memang sangat lemah dalam hafalan,tapi karena ini dari peraturan pondok jadi saya tetap melakukannya,lalu adanya muhadhoroh dan muhadatsah pagi,ini cukup membuat saya lelah dan tertekan karena adanya tugas menumpuk dan disuruh untuk menulis pidato dan muhadatsah karena harus dikerjakan.",2,3,3,3,3,2,0,32
06/07/2026 15:21:46,14,Laki-Laki,>3 Tahun,Salah satunya adalah hafalan yang lumayan banyak dan juga mengantri ketika ingin sesuatu tapi dari situ saya bisa belajar apa itu kesabaran,1,0,0,0,1,0,0,4
06/07/2026 16:50:13,14,Laki-Laki,>3 Tahun,"Biasanya saya lebih ke hafalan,dan juga peraturan yang harus saya jalani selama di pondok.hafalan juga sangat banyak apalagi ketika mendekati ujian ada hafalan mufrodat dan ada juga hafalan surat surat pendek yang di dalam Al-Quran.menurut saya itu juga bisa menjadi faktor tertekan,tapi untuk stres saya tidak ada.",2,1,1,0,0,2,0,12
06/07/2026 16:54:01,14,Laki-Laki,>3 Tahun,"Hafalan sih berat banget, sama ya organisasi yang baru aja aku masuk pintunya di jenjang kls 3 ini, harus tanya sana sini lah tentang ketua kamar, duit habis buat beli makan orang lain, ditambah pusing belajar, wahh pusing banget hehe",1,3,2,2,3,3,2,32
06/07/2026 16:56:40,14,Perempuan,1-3 tahun,"beberapa hari aku sempet gebrak meja pelan krn frustasi ga bs ngapalin ayat yg susah, pdhl waktu setoran udh deket bgt. jd gampang bgt marah ke diri sendiri, sampe nyalahin diri terus2an krn ngerasa kok lama bgt sih.",1,3,2,2,2,3,1,28
06/07/2026 16:58:36,14,Laki-Laki,1-3 tahun,"kerena udah tingkat akhir bawaannya damai banget duduk di teras masjid sambil nunggu waktu ashar, nggak mikirin hal-hal berat sama sekali, pure healing.",1,0,0,0,0,1,0,4
06/07/2026 17:01:04,14,Laki-Laki,<1 Tahun,"Tentang hafalan, karena saya kalo hafalan mudah tapi menjadi yaa susah,tida seperti teman saya yg hafalan yaa cepett dan tidaknya hilang ketika pindah ke surat yg selanjutnya yaa sedang saya kalo pindah surat atau surat selanjutnya saya lupa surat yg sudah saya hafalan sebelum yaa",0,1,0,1,0,0,0,4
06/07/2026 17:05:22,14,Laki-Laki,1-3 tahun,"Selama di pondok kemarin, yang paling bikin tertekan itu jadwalnya padat banget. Kegiatan hampir seharian, dari pagi sampai malam, jadi kadang capek fisik dan pikiran, apalagi kalau lagi kurang fit.
Terus juga ada rasa kangen rumah dan keluarga, ditambah tuntutan tugas dan ibadah yang harus tetap jalan. Lama-lama sih kebiasa, tapi di awal lumayan berat.",0,1,0,0,1,1,1,8
06/07/2026 17:07:44,14,Laki-Laki,<1 Tahun,menurut ana yang paling berat tuh hapalan dan menjaga ke kosistenan serius dalam belajarnya itu susah menurut ana,0,0,1,0,0,0,0,2
06/07/2026 17:09:07,14,Laki-Laki,1-3 tahun,kadang malem tuh suka laper mau jajan tapi ga bisa ga dibolehin,1,0,0,0,0,1,0,4
06/07/2026 17:11:21,14,Laki-Laki,1-3 tahun,"Tentang hafalan yang selalu menekankan sampai mempermalukan, selain itu juga ya.... Kadang selalu merasa ditekan dan disalahkan setiap melakukan sesuatu, baik dirumah maupun di pondok selalu merasa disalahkan, ya... Sempet ngelukain diri sendiri sih karna ya... Bener bener udh ngga kuat, tapi berusaha kuat",2,3,2,2,2,1,1,26
06/07/2026 17:13:21,14,Laki-Laki,1-3 tahun,waktu olahraganya sangat sedikit jadi butuh waktu lebih lahh buat refreshing otak,1,0,0,0,0,1,0,4
06/07/2026 17:15:47,14,Laki-Laki,1-3 tahun,"menurut saya muhadatsah di waktu senin pagi tuh kurang efektif skrg hanya buat formalitas saja, mending diganti dengan kegiatan lain",2,1,0,0,1,1,0,10
